name,actor_id,gender,character,actor_popularity,movie_id
Brittany L. Smith,2191420.0,1.0,Bistro Hostess,0.6,335983
Jordan Foster,2141519.0,0.0,Waiter,0.6,335983
Jane McNeill,1078610.0,0.0,Diner #1,0.781,335983
Victor McCay,155030.0,2.0,Diner #2,0.98,335983
Elizabeth Becka,1455812.0,1.0,Diner #3,1.46,335983
Ron Prather,77520.0,2.0,Diner #4,0.6,335983
Marcia White,2203892.0,0.0,Diner #5,0.6,335983
Javier Vazquez Jr.,2142766.0,0.0,MRI Tech,1.688,335983
Ellen Gerstein,170189.0,1.0,Hospital Lady with Dog / Mrs. Manfredi,0.6,335983
Martin Bats Bradford,1371236.0,2.0,Jacob / Blue Host,2.188,335983
Steven Teuchert,1930879.0,2.0,Stoner Dude #1,0.6,335983
Al-Jaleel Knox,1792173.0,2.0,Stoner Dude #2,1.38,335983
Brandon Morales,1388183.0,2.0,Crowd Control Officer,2.633,335983
Matthew Cornwell,1068811.0,2.0,Ops Director,1.732,335983
David Fleischer,2159142.0,2.0,Flight Trajectory Specialist,0.84,335983
DJames Jones,1911542.0,2.0,L. F. Security Guard,0.702,335983
Angela Davis,2073894.0,1.0,Evacuating Scientist,0.6,335983
Stan Lee,7624.0,2.0,Dapper Dog Walker,5.611,335983
Wade Williams,51930.0,2.0,Prison Guard,4.503,335983
Ron Cephas Jones,58525.0,2.0,Jack,1.905,335983
Tom Holland,1136406.0,2.0,Peter Parker / Spider-Man,57.671,429617
Samuel L. Jackson,2231.0,2.0,Nick Fury,27.751,429617
Jake Gyllenhaal,131.0,2.0,Quentin Beck / Mysterio,10.387,429617
Marisa Tomei,3141.0,1.0,May Parker,8.171,429617
Jon Favreau,15277.0,2.0,Harold 'Happy' Hogan,8.665,429617
Zendaya,505710.0,1.0,Michelle 'MJ' Jones,27.272,429617
Jacob Batalon,1649152.0,2.0,Ned Leeds,8.683,429617
Tony Revolori,1291350.0,2.0,Eugene 'Flash' Thompson,2.41,429617
Angourie Rice,1265629.0,1.0,Betty Brant,7.638,429617
Remy Hii,1347947.0,0.0,Brad Davis,3.175,429617
Martin Starr,41089.0,2.0,Mr. Harrington,4.789,429617
J.B. Smoove,65920.0,2.0,Mr. Dell,4.905,429617
Jorge Lendeborg Jr.,1563266.0,2.0,Jason Ionello,6.62,429617
Cobie Smulders,71189.0,1.0,Maria Hill,7.789,429617
Numan Acar,35434.0,2.0,Dimitri,2.766,429617
Zach Barack,2351636.0,0.0,Zach,1.4,429617
Zoha Rahman,2351637.0,1.0,Zoha,0.6,429617
Yasmin Mwanza,1472668.0,1.0,Yasmin,0.6,429617
Joshua Sinclair-Evans,2351611.0,0.0,Josh Spinelli,0.6,429617
Tyler Luke Cunningham,2351639.0,2.0,Tyler,0.6,429617
Sebastian Viveros,2351641.0,0.0,Sebastian,0.6,429617
Toni Garrn,1679828.0,1.0,The Seamstress,3.57,429617
Peter Billingsley,12708.0,2.0,William Ginter Riva,2.679,429617
Clare Dunne,1851644.0,1.0,Victoria,1.262,429617
Nicholas Gleaves,58915.0,2.0,Guterman,1.566,429617
Claire Rushbrook,68384.0,1.0,Janice,1.874,429617
J.K. Simmons,18999.0,2.0,J. Jonah Jameson,9.446,429617
Dawn Michelle King,1787829.0,1.0,E.D.I.T.H. (voice),0.98,429617
Jeroen van Koningsbrugge,1233325.0,2.0,Dutch Soccer Hooligan 1,0.603,429617
Michael de Roos,2219132.0,0.0,Dutch Soccer Hooligan 2,0.6,429617
Jan-Paul Buijs,1887182.0,0.0,Dutch Soccer Hooligan 3,0.6,429617
Sergio Pierattini,1194407.0,2.0,Venetian Glassblower,0.6,429617
Anjana Vasan,1503076.0,1.0,Queens Reporter,1.27,429617
Brian Law,2140794.0,0.0,Queens Reporter,0.6,429617
Evelyn Mok,2355291.0,1.0,Queens Reporter,0.98,429617
Tatiana Lunardon,2355290.0,0.0,Italian TV Newsreader,0.6,429617
Giada Benedetti,1289287.0,0.0,Italian Customs Office,0.6,429617
Lukáš Bech,1107759.0,2.0,Helpful Dutch Man,0.943,429617
Alessandro Giuggioli,25080.0,2.0,Italian Street Vendor,0.6,429617
Petr Opava,2355289.0,0.0,Opera Singer,0.608,429617
Giuseppe Andriolo,2355288.0,0.0,Caricaturist,0.98,429617
Pat Kiernan,1480047.0,2.0,Himself,0.6,429617
Shari Abdul,1872611.0,0.0,High School Reporter (uncredited),0.6,429617
Maria Alexandrova,1530436.0,0.0,Tourist in Venice (uncredited),0.6,429617
Kristen Alminta,2355287.0,0.0,Police Officer (uncredited),0.6,429617
Vincent Angel,2355286.0,0.0,Midtown High Student (uncredited),0.6,429617
Peter Arpesella,1585749.0,0.0,Airplane Pilot (uncredited),0.6,429617
Lasco Atkins,2544960.0,2.0,Salvation Army guest (uncredited),0.6,429617
Sitara Attaie,1585158.0,1.0,Dutch Lady (uncredited),0.6,429617
Peter Bankolé,1397434.0,2.0,Mob Boss (uncredited),0.6,429617
Blair Barnette,135567.0,0.0,Queens Reporter (uncredited),0.6,429617
Tuwaine Barrett,2355285.0,2.0,Officer Bristow (extended cut),0.6,429617
Anna Benamati,2355284.0,0.0,Shop Owner in Venice (uncredited),0.6,429617
Pierre Bergman,2355283.0,0.0,Venice Fish Seller (uncredited),0.6,429617
Avondre E.D. Beverley,2355282.0,0.0,High School Student (uncredited),0.6,429617
Bruno Bilotta,27401.0,2.0,Mob Boss (uncredited),1.4,429617
Sharon Blynn,2292713.0,1.0,Soren (uncredited),0.88,429617
Luigi Boccanfuso,2355281.0,0.0,Italian Builder in Venice (uncredited),0.98,429617
Paolo Braghetto,2355280.0,0.0,Poliziotto (uncredited),0.6,429617
Dante Brattelli,1842698.0,0.0,High School Student (uncredited),0.6,429617
Jeff Bridges,1229.0,2.0,Obadiah Stane (archive footage) (uncredited),7.992,429617
Graham Burton,2142931.0,0.0,London Passerby (uncredited),1.38,429617
Ken Byrd,2355279.0,0.0,Post Office Customer (uncredited),0.6,429617
Sokol Cahani,2355278.0,0.0,Mob Boss (uncredited),0.6,429617
Gianni Calchetti,2355277.0,2.0,Venetian Fish Stall Owner (uncredited),0.6,429617
Darren Lee Campbell,2218474.0,0.0,Victoria's Crew (uncredited),0.833,429617
Hélène Cardona,5311.0,1.0,Austrian Backpacker (uncredited),1.22,429617
Dian Cathal,2355275.0,0.0,American Reporter (uncredited),0.6,429617
Jake Cerny,2355274.0,0.0,Airport Traveler (uncredited),0.6,429617
Daphne Cheung,157990.0,1.0,Passport Clerk (uncredited),1.4,429617
Sam Chuck,2355272.0,0.0,High School Student (uncredited),0.6,429617
Al Clark,2110770.0,2.0,Cowboy Plane Passenger (uncredited),0.98,429617
Victoria Coburn,2355269.0,0.0,Passerby (uncredited),0.6,429617
Kimberly Collison,2545042.0,1.0,Charity Event Mom (uncredited),0.6,429617
Tiziana Coste,2355268.0,0.0,Local Venetian (uncredited),0.6,429617
Kevin Daigneault,1942136.0,0.0,Police Officer (uncredited),0.6,429617
Jaylen Davis,1977241.0,0.0,Tourist (uncredited),0.828,429617
Kristianne-Kaith Domingo,2355266.0,0.0,Passerby (uncredited),0.6,429617
Andrew Dunkelberger,1743582.0,2.0,Courier (uncredited),0.828,429617
Charlie Rhea Esquér,2251712.0,0.0,Mexican Survivor (uncredited),0.6,429617
Ria Fend,2355265.0,0.0,Tourist in Venice (uncredited),0.6,429617
Ferroz Fernandez,2355264.0,0.0,Tourist in Venice (uncredited),0.6,429617
Vincent Frattini,2355263.0,0.0,Venice Local (uncredited),0.6,429617
Massi Furlan,1010873.0,2.0,Flight Attendant (uncredited),0.652,429617
Cynthia Garbutt,2355262.0,0.0,Charity Dinner Guest (uncredited),0.6,429617
Thomas Goodridge,1803535.0,0.0,Tourist in Venice (uncredited),0.6,429617
Sonia Goswami,2171786.0,1.0,Tourist (uncredited),0.6,429617
Nicholle Hembra,2355261.0,0.0,Saved Londoner (uncredited),0.6,429617
Michael Hennessy,102030.0,2.0,Hotel Guest (uncredited),0.6,429617
Meagan Holder,1378683.0,1.0,Pretty Tourist (uncredited),0.617,429617
Patrick Holly,2355260.0,2.0,Partygoer (uncredited),0.6,429617
Ruth Horrocks,2219124.0,1.0,Tourist (uncredited),0.648,429617
Chris Hyacinthe,2355259.0,0.0,Sneezy Tour Guide (uncredited),0.6,429617
Michael Iacono,2088881.0,2.0,Airport Kid Traveler (uncredited),1.4,429617
Roman Ibragimov,2355258.0,0.0,Bar Customer (uncredited),0.6,429617
Theo Ip,2355257.0,0.0,Tourist (uncredited),0.6,429617
Timothy Christian Jansen,2355256.0,0.0,High School Student (uncredited),0.6,429617
Keon Kendrick,2110769.0,0.0,Flight Attendant (uncredited),0.6,429617
Camille Kinloch,2281898.0,0.0,Midtown High School Student (uncredited),0.6,429617
Michal Kubal,2545135.0,2.0,Czech TV News Anchor (uncredited),0.6,429617
Hannah Kurczeski,1653333.0,0.0,Student (uncredited),0.6,429617
Géraldine Lamarre,2219130.0,1.0,Traffic Warden (uncredited),0.6,429617
Jimena Larraguivel,2355254.0,0.0,Mexican Villager (uncredited),0.6,429617
Rich Lawton,2069411.0,2.0,Journalist (uncredited),0.694,429617
Kath Leroy,2219138.0,0.0,Czech Traditional Dancer (uncredited),0.6,429617
Gavin Lee Lewis,1497349.0,2.0,Londoner (uncredited),0.6,429617
Patrick Loh,2545138.0,0.0,Airport Passenger (uncredited),0.656,429617
Joseph Long,27649.0,2.0,Mob Boss (uncredited),1.8,429617
Marian Lorencik,2545141.0,2.0,New Czech Reveler (uncredited),1.38,429617
Ketan Majmudar,2545144.0,0.0,Berlin Commuter (uncredited),0.6,429617
Tony Mardon,2219135.0,0.0,Londoner (uncredited),0.6,429617
Antonín Mašek,2320605.0,2.0,Bellboy (uncredited),1.614,429617
Eustace Meade,2545148.0,0.0,Charity Attendant (uncredited),0.6,429617
Ben Mendelsohn,77335.0,2.0,Talos (uncredited),4.845,429617
Bradley Wj Miller,2355252.0,0.0,Passerby (uncredited),0.6,429617
Melissa Beth Miller,2545153.0,0.0,Tourist (uncredited),0.6,429617
Anthony Molinari,202930.0,2.0,Mob Guy (uncredited),1.663,429617
Julia Mollin,2355251.0,0.0,Flute Player (uncredited),0.6,429617
Adrian Mozzi,2219136.0,0.0,Venice Local (uncredited),0.6,429617
Brendan Murphy,2355250.0,0.0,Police Officer (uncredited),0.6,429617
Amanda Musso,2219141.0,1.0,Carnival Hot Girl (uncredited),0.6,429617
Emily Ng,2219129.0,0.0,Italian Tourist (uncredited),0.6,429617
Daniel Olson,2355249.0,2.0,Czech Guy (uncredited),0.6,429617
Karen Parks,2355248.0,0.0,Charity Event Attendee (uncredited),0.6,429617
Hiten Patel,1973190.0,2.0,British Station Staff (uncredited),0.66,429617
Clay Pel-is,2355247.0,0.0,London Tourist (uncredited),0.6,429617
Luigi Petrazzuolo,1069213.0,0.0,Gondolier (uncredited),0.6,429617
Aleksandrs Petukhovs,1961444.0,2.0,London Passerby (uncredited),0.98,429617
Annie Pisapia,1979097.0,1.0,Traveler (uncredited),1.418,429617
Martin Polak,2355246.0,0.0,Czech Reveler (uncredited),0.6,429617
Jivan Xander Ramesh,2216605.0,2.0,Pedestrian (uncredited),0.6,429617
Mike Ray,1735655.0,0.0,Passerby (uncredited),0.6,429617
Sofia Renee,2355245.0,0.0,High School Student (uncredited),0.6,429617
Daniel Rennis,2219133.0,0.0,Cab Driver (uncredited),0.6,429617
Sawyer Reo,2545210.0,0.0,Young Brad Davis (uncredited),0.6,429617
Cailan Robinson,2317686.0,2.0,Victoria's Crew (uncredited),0.612,429617
Emmanuel Rodriguez,2355244.0,0.0,Airport Traveler (uncredited),0.6,429617
Ray Rosario,2355243.0,0.0,TSA Agent (uncredited),0.6,429617
Daniel Ryves,2205337.0,2.0,Dad Collecting Kids (uncredited),0.648,429617
Maurice Sardison,2545219.0,0.0,Party Goer (uncredited),0.6,429617
Susanne Schraps,2251722.0,1.0,Berlinerin (uncredited),0.6,429617
Karen-J Sear,2355240.0,0.0,American Tourist (uncredited),0.6,429617
Ilya Tank Shilov,2355239.0,0.0,Venice Tourist (uncredited),0.6,429617
Davina Sitaram,2137927.0,1.0,London Tourist (uncredited),0.6,429617
Joakim Skarli,1853975.0,2.0,London Tourist (uncredited),1.641,429617
Paul Slim,2219143.0,0.0,Tourist (uncredited),0.6,429617
Richard Stanley,2545224.0,0.0,Charity Dinner Attendee (uncredited),0.6,429617
Lucas Antoine Starrets,2355238.0,0.0,Tourist (uncredited),0.98,429617
Faith Tarby,1663426.0,0.0,Perfumed Lady (uncredited),0.6,429617
Emily Tebbutt,2355237.0,0.0,Venice Tourist (uncredited),0.6,429617
Oskar Ulvestad,2355236.0,0.0,Street Pedestrian (uncredited),0.6,429617
Lesdy Vanessa,2355235.0,1.0,Tourist (uncredited),0.6,429617
Jessica VanOss,1956099.0,1.0,Student (uncredited),0.6,429617
Joe David Walters,1641878.0,2.0,Pawn Shop Owner (uncredited),0.6,429617
Jo Wheatley,1739873.0,1.0,Armed Security Officer (uncredited),0.6,429617
Dale Wilder,2355234.0,0.0,German Office Worker (uncredited),0.6,429617
Rocco Wu,2219134.0,0.0,Peter's Art Classmate (uncredited),0.6,429617
Jan Zalabak,2545225.0,0.0,Tourist in Town (uncredited),0.6,429617
Samantha Mishinski,2219122.0,0.0,Student (uncredited),0.6,429617
Alessandro Sciarra,2355241.0,0.0,Screaming Kid (uncredited),0.6,429617
Aristou Meehan,2355253.0,0.0,Italian Boy (uncredited),0.6,429617
Henry Golding,1807132.0,2.0,Snake Eyes,3.839,568620
Andrew Koji,1658375.0,2.0,Tommy / Storm Shadow,4.723,568620
Haruka Abe,1168128.0,1.0,Akiko,3.745,568620
Úrsula Corberó,1042728.0,1.0,The Baroness,25.025,568620
Samara Weaving,1372369.0,1.0,Scarlett,16.54,568620
Takehiro Hira,1082509.0,2.0,Kenta,1.96,568620
Eri Ishida,1075864.0,1.0,Sen,3.236,568620
Iko Uwais,113732.0,2.0,Hard Master,12.416,568620
Peter Mensah,68278.0,2.0,Blind Master,4.404,568620
Steven Allerick,1517254.0,2.0,Father,1.721,568620
Simon Chin,1259515.0,2.0,Hama,0.84,568620
Samuel Finzi,3841.0,2.0,Augustine,1.181,568620
Shota Kakibata,3075461.0,0.0,Yakuza,0.6,568620
Nicholas Dohy,2382046.0,2.0,Security Thug,1.009,568620
Dean Muhtadi,1425404.0,2.0,Bruiser Streetfighter,1.094,568620
James Hiroyuki Liao,58330.0,2.0,Yasuzo,1.749,568620
Kenji Tanigaki,1113443.0,2.0,Yakuza with Eye Patch,1.666,568620
Kento Matsunami,2621307.0,2.0,Arashikage Ninja Guard,0.98,568620
Sean O. Roberts,110476.0,2.0,Augustine's Hired Thug,1.356,568620
Jason Day,933264.0,2.0,Augustine's Hired Thug,0.917,568620
Kojun Notsu,3267192.0,0.0,Arashikage Mechanic,0.6,568620
Max Archibald,3267193.0,0.0,Young Snake Eyes,0.6,568620
Karen Gillan,543261.0,1.0,Sam,20.264,574060
Lena Headey,17286.0,1.0,Scarlet,13.172,574060
Chloe Coleman,1696016.0,1.0,Emily,10.07,574060
Carla Gugino,17832.0,1.0,Madeleine,19.42,574060
Michelle Yeoh,1620.0,1.0,Florence,17.248,574060
Angela Bassett,9780.0,1.0,Anna May,7.581,574060
Paul Giamatti,13242.0,2.0,Nathan,8.958,574060
Ralph Ineson,202032.0,2.0,Jim McAlester,6.43,574060
Adam Nagaitis,1435230.0,2.0,Virgil,3.556,574060
Michael Smiley,17078.0,2.0,Dr. Ricky,3.662,574060
Joanna Bobin,144291.0,1.0,Rose,1.214,574060
Freya Allan,2146942.0,1.0,Young Sam,5.426,574060
Ed Birch,1349801.0,2.0,Lead Russian Thug,1.4,574060
David Zimmerschied,1193800.0,2.0,Factory Goon,1.292,574060
Samuel Anderson,55465.0,2.0,David,1.4,574060
Mai Duong Kieu,1384559.0,1.0,Nurse,4.19,574060
Jack Bandeira,2448692.0,2.0,Crow,1.176,574060
David Burnell IV,2321048.0,2.0,Shocker,0.6,574060
Ivan Kaye,39683.0,2.0,Yankee,0.63,574060
Anita Olatunji,1683302.0,1.0,Nathan's Assistant,0.98,574060
Matthias Dittmer,1036444.0,2.0,Firm Oldest Vulture,0.6,574060
Joshua Grothe,124698.0,2.0,Dracula,1.312,574060
Hannes  Pastor,1898355.0,2.0,Frankenstein,1.38,574060
Billy Buff,1770563.0,2.0,The Mummy,0.98,574060
Lee Huang,1634847.0,2.0,Wolfman,1.214,574060
Luka Omoto,1492789.0,1.0,Older Diner Waitress,0.6,574060
Jonathan Failla,2131171.0,0.0,Nathan's Fancy House Thug,1.38,574060
Mike Möller,64564.0,2.0,Thug (uncredited),0.98,574060
Maik Müller,3172612.0,0.0,Thug 3 (uncredited),0.98,574060
Tom Holland,1136406.0,2.0,Peter Parker / Spider-Man,57.671,315635
Michael Keaton,2232.0,2.0,Adrian Toomes / Vulture,14.007,315635
Robert Downey Jr.,3223.0,2.0,Tony Stark / Iron Man,13.531,315635
Marisa Tomei,3141.0,1.0,May Parker,8.171,315635
Jon Favreau,15277.0,2.0,Harold 'Happy' Hogan,8.665,315635
Gwyneth Paltrow,12052.0,1.0,Virginia 'Pepper' Potts,5.927,315635
Zendaya,505710.0,1.0,Michelle 'MJ' Jones,27.272,315635
Donald Glover,119589.0,2.0,Aaron Davis,3.667,315635
Jacob Batalon,1649152.0,2.0,Ned,8.683,315635
Laura Harrier,1606394.0,1.0,Liz,5.185,315635
Tony Revolori,1291350.0,2.0,Eugene 'Flash' Thompson,2.41,315635
Bokeem Woodbine,71913.0,2.0,Herman Schultz / Shocker,3.812,315635
Tyne Daly,66221.0,1.0,Anne Marie Hoag,6.755,315635
Abraham Attah,1421427.0,2.0,Abraham,0.98,315635
Hannibal Buress,500427.0,2.0,Coach Wilson,3.283,315635
Kenneth Choi,41561.0,2.0,Principal Morita,5.931,315635
Selenis Leyva,162503.0,1.0,Ms. Warren,1.415,315635
Angourie Rice,1265629.0,1.0,Betty Brant,7.638,315635
Martin Starr,41089.0,2.0,Mr. Harrington,4.789,315635
Garcelle Beauvais,31647.0,1.0,Doris Toomes,3.374,315635
Michael Chernus,87070.0,2.0,Phineas Mason / Tinkerer,1.882,315635
Michael Mando,829372.0,2.0,Mac Gargan,3.579,315635
Logan Marshall-Green,130253.0,2.0,Jackson Brice / Shocker,3.874,315635
Jennifer Connelly,6161.0,1.0,Karen (voice),17.842,315635
Gary Weeks,168875.0,2.0,Agent Foster,1.038,315635
Christopher Berry,1173099.0,2.0,Randy,0.851,315635
Jorge Lendeborg Jr.,1563266.0,2.0,Jason Ionello,6.62,315635
Tunde Adebimpe,94476.0,2.0,Mr. Cobbwell,1.708,315635
Tiffany Espensen,211937.0,1.0,Cindy,2.588,315635
Isabella Amara,1517836.0,1.0,Sally,1.388,315635
Michael Barbieri,1551547.0,2.0,Charles,0.6,315635
Josie Totah,1520451.0,1.0,Seymour,4.575,315635
Hemky Madera,164208.0,2.0,Mr. Delmar,2.503,315635
Zach Cherry,1838225.0,2.0,Street Vendor,6.718,315635
Kirk R. Thatcher,145446.0,2.0,Punk on Street,0.98,315635
Yu Lew,1842670.0,2.0,Car Jacker,0.6,315635
Sondra James,171297.0,1.0,Yelling Woman,1.306,315635
Bob Adrian,1328063.0,0.0,Yelling Man,1.38,315635
Gary Richardson,1842673.0,2.0,Day Sleeper,0.6,315635
Stan Lee,7624.0,2.0,Gary,5.611,315635
Joe Hang,1838226.0,2.0,Thai Waiter,0.6,315635
Wayne Pére,31528.0,2.0,History Teacher,1.32,315635
Chris Evans,16828.0,2.0,Steve Rogers / Captain America,13.109,315635
Alexa Laraki,1842674.0,1.0,Tent Kid,0.716,315635
Liza Fagin,1842675.0,1.0,Tent Kid,0.836,315635
Kerry Condon,62105.0,1.0,F.R.I.D.A.Y. (voice),6.091,315635
John Penick,1842676.0,2.0,Mr. Hapgood,0.6,315635
Ethan Dizon,212003.0,2.0,Tiny,1.15,315635
Amy Hill,59401.0,1.0,Decathlon Moderator,6.585,315635
Miles Mussenden,1380492.0,2.0,Park Ranger,0.6,315635
Martha Kelly,1572541.0,0.0,Tour Guide,1.1,315635
Kevin LaRosa Jr.,1779572.0,2.0,Helicopter Pilot,0.694,315635
Ren Colley,1842677.0,2.0,Ferry Kid,0.6,315635
Jennifer Kim,1077345.0,1.0,Ferry Mom,0.84,315635
Ari Groover,1842678.0,1.0,Ferry Commuter,0.6,315635
Louis Gonzalez,1842679.0,0.0,Ferry Commuter,0.6,315635
Stewart Steinberg,1719599.0,2.0,Ferry Commuter,0.6,315635
Andy Powers,1216011.0,0.0,Ferry Commuter,1.686,315635
Omar Capra,1842683.0,2.0,Yeah Spider-Man Guy,0.6,315635
Nitin Nohria,1842686.0,2.0,Dean Crimson,0.98,315635
Vince Foster,1497467.0,2.0,Stark Tower Technician,1.96,315635
Brian Schaeffer,1265796.0,2.0,Stark Tower Employee,0.6,315635
Chris Adams,1842691.0,0.0,NYC Pedestrian (uncredited),0.6,315635
Maiya Boyd,1842697.0,1.0,Indian Flower Girl (uncredited),0.6,315635
Rebeca Donovan,1649779.0,1.0,Drama Club Member (uncredited),0.675,315635
Elli,1691379.0,2.0,Rabbi on Subway (uncredited),0.6,315635
Nickolas Wolf,1502304.0,2.0,Mascot (uncredited),1.7,315635
Jaine Ye,1732648.0,1.0,Chemistry Student (uncredited),0.6,315635
Gina Cordan,2224813.0,1.0,DC Tourist (uncredited),0.6,315635
Friday Chamberlain,1718174.0,1.0,Skateboarder (uncredited),2.07,315635
Dante Brattelli,1842698.0,0.0,Homecoming Dance Student (uncredited),0.6,315635
Melissa Kay Glaze,1842714.0,0.0,New Yorker (uncredited),0.6,315635
Donald K. Overstreet,1635159.0,0.0,Avenger's Staff Agent (uncredited),0.6,315635
Hallie Ricardo,1373622.0,1.0,DC News Reporter (uncredited),0.6,315635
Doug Scroggins III,1463430.0,2.0,Stark VTOL Pilot (uncredited),0.6,315635
Marmee Regine Cosico,1461314.0,1.0,NY Pedestrian (uncredited),0.98,315635
Harrison Osterfield,2234460.0,2.0,Midtown High Student,2.758,315635
Nicholas Azarian,1736808.0,0.0,High School Student (uncredited),0.6,315635
Chris Silcox,1569769.0,2.0,Helicopter D.C. Metro Sniper (uncredited),0.98,315635
Natsuki Hanae,1256603.0,2.0,Tanjirō Kamado (voice),6.656,635302
Akari Kito,1563442.0,1.0,Nezuko Kamado (voice),7.021,635302
Hiro Shimono,119145.0,2.0,Zenitsu Agatsuma (voice),5.54,635302
Yoshitsugu Matsuoka,233590.0,2.0,Inosuke Hashibira (voice),4.574,635302
Satoshi Hino,224413.0,2.0,Kyōjurō Rengoku (voice),2.983,635302
Takahiro Sakurai,9705.0,2.0,Giyū Tomioka (voice),9.186,635302
Katsuyuki Konishi,24647.0,2.0,Tengen Uzui (voice),3.71,635302
Saori Hayami,221773.0,1.0,Shinobu Kochō (voice),8.942,635302
Kenichi Suzumura,9726.0,2.0,Obanai Iguro (voice),4.298,635302
Tomokazu Seki,90567.0,2.0,Sanemi Shinazugawa (voice),3.069,635302
Tomokazu Sugita,144655.0,2.0,Gyōmei Himejima (voice),4.785,635302
Toshiyuki Morikawa,9706.0,2.0,Kagaya Ubuyashiki (voice),2.977,635302
Rina Sato,1241566.0,1.0,Amane Ubuyashiki (voice),3.025,635302
Shin-ichiro Miki,62318.0,2.0,Tanjūrō Kamado (voice),2.709,635302
Houko Kuwashima,220710.0,1.0,Kie Kamado (voice),2.72,635302
Kaede Hondo,1779027.0,1.0,Shigeru Kamado (voice),3.203,635302
You Taichi,1550514.0,1.0,Takeo Kamado (voice),2.796,635302
Konomi Kohara,1820616.0,1.0,Hanako Kamado (voice),2.438,635302
Aoi Koga,2251986.0,1.0,Rokuta Kamado (voice),3.323,635302
Rikiya Koyama,237076.0,2.0,Shinjurō Rengoku (voice),5.196,635302
Megumi Toyoguchi,9710.0,1.0,Ruka Rengoku (voice),3.574,635302
Junya Enoki,1606164.0,2.0,Senjurō Rengoku (voice),5.228,635302
Mariya Ise,1250465.0,1.0,Kyōjurō Rengoku (young) (voice),7.611,635302
Daisuke Hirakawa,1096528.0,2.0,Enmu (voice),5.485,635302
Akira Ishida,81244.0,2.0,Akaza (voice),4.855,635302
Jun Kasama,1971814.0,2.0,(voice),1.428,635302
Sayaka Senbongi,1407597.0,1.0,(voice),4.4,635302
Takuya Eguchi,1248374.0,2.0,(voice),7.293,635302
Hibiku Yamamura,1587124.0,1.0,(voice),2.435,635302
Yuya Hirose,1647556.0,2.0,(voice),1.874,635302
Shinya Takahashi,1157642.0,2.0,(voice),3.905,635302
Saeko Akiho,2733889.0,1.0,(voice),1.22,635302
Shugo Nakamura,2369258.0,2.0,(voice),1.614,635302
Mitsuki Nakae,1970557.0,1.0,(voice),2.99,635302
Alec Baldwin,7447.0,2.0,Theodore Templeton (voice),10.248,459151
James Marsden,11006.0,2.0,Tim Templeton (voice),10.558,459151
Amy Sedaris,12110.0,1.0,Tina Templeton (voice),3.321,459151
Jeff Goldblum,4785.0,2.0,Dr. Armstrong (voice),6.114,459151
Eva Longoria,52605.0,1.0,Carol Templeton (voice),3.067,459151
Lisa Kudrow,14406.0,1.0,Janice Templeton (voice),18.938,459151
Jimmy Kimmel,78303.0,2.0,Ted Templeton (voice),1.748,459151
Ariana Greenblatt,1767250.0,1.0,Tabitha Templeton (voice),3.917,459151
James McGrath,1803677.0,2.0,Wizzie (voice),0.652,459151
Raphael Alejandro,1368512.0,2.0,Nathan (voice),2.404,459151
Serenity Reign Brown,1753375.0,0.0,Meghan (voice),0.6,459151
David Soren,94075.0,0.0,Jimbo (voice),1.025,459151
Molly K. Gray,3184559.0,0.0,Creepy Girl (voice),0.6,459151
Ashlyn Lundahl,2890050.0,0.0,'No' Girl (voice),0.6,459151
Tom McGrath,18864.0,2.0,Dr. Tiffany Hamilton (voice),1.212,459151
Reyn Doi,2373501.0,0.0,Box Kid (voice),0.6,459151
Walt Dohrn,118489.0,2.0,Baby Bouncer (voice),0.98,459151
April Lawrence,1364660.0,0.0,Acorn Center Computer (voice),1.15,459151
Miles Bakshi,76743.0,0.0,Young Tim Voice-Over (voice),1.514,459151
Marjorie Cohn,1006728.0,0.0,Pageant Mom 2 (voice) (as Margie Cohn),0.6,459151
Nicholas Gist,3200940.0,0.0,Les triplés (voice),0.6,459151
Collin Erker,3200942.0,0.0,Enfant temps mort (voice),0.6,459151
Kristin Lowe,3200957.0,0.0,Maman spectacle 1 (voice),0.6,459151
Margie Cohn,3200959.0,0.0,Maman spectacle 2,0.6,459151
Connor Albrecht,3200960.0,0.0,Dreidel Kid (voice),0.6,459151
Andrew Garfield,37625.0,2.0,Peter Parker / Spider-Man,57.41,102382
Emma Stone,54693.0,1.0,Gwen Stacy,13.117,102382
Jamie Foxx,134.0,2.0,Max Dillon / Electro,7.386,102382
Dane DeHaan,122889.0,2.0,Harry Osborn / Green Goblin,5.726,102382
